"","ID","gpa","cm1relf","cm1marf","cm1cohf","m1f8","m1f9","mx1j2","cm1hhinc","cm1hhimp","cm1inpov","cm1povca","m1e3a","cm2mint","cm2fdiff","cm2samp","cm1citsm","cm1bsex","m1a10","cm1fint","m1b0","cm1numb","innatsm","incitysm","m1a4","cf1fint","challengeID","cm1relf.1","cm1marf.1","cm1cohf.1","m1e3a.1","cm1numb.1","m1b0.1","m1f8.1","m1f9.1","mx1j2.1","cf1fint.1","cm2mint.1","cm2fdiff.1","cm2samp.1","cm1hhinc.1","cm1hhimp.1","cm1inpov.1","cm1povca.1","challengeID.1","cm1citsm.1","innatsm.1","m1a10.1","cm1fint.1","cm1bsex.1","m1a4.1","incitysm.1","cm1relf.2","cm1marf.2","cm1bsex.2","cm1numb.2","m1b0.2","cm1hhinc.2","cm1hhimp.2","cm1inpov.2","cm1povca.2","m1f8.2","m1f9.2","mx1j2.2","cf1fint.2","cm2mint.2","cm2fdiff.2","cm2samp.2","cm1cohf.2","m1e3a.2","challengeID.2","cm1citsm.2","m1a4.2","incitysm.2","m1a10.2","cm1fint.2","innatsm.2","incitysm.3","m1a4.3","m1a10.3","cm1bsex.3","cm1numb.3","m1b0.3","challengeID.3","cm1relf.3","cm1marf.3","cm1cohf.3","innatsm.3","m1e3a.3","cm1citsm.3","cm1fint.3","m1f8.3","m1f9.3"
"1199",2366,3,3,0,0,1,1,-5,1969.29666257555,4,0.141926270405531,1,1,0,0,7,1,1,2,1,2,1,1,1,2,1,1199,3,0,0,1,1,2,1,1,-5,1,0,0,7,1969.29666257555,4,0.141926270405531,1,1199,1,1,2,1,1,2,1,3,0,1,1,2,1969.29666257555,4,0.141926270405531,1,1,1,-5,1,0,0,7,0,1,1199,1,2,1,2,1,1,1,2,2,1,1,2,1199,3,0,0,1,1,1,1,1,1
"1201",2369,2.5,2,0,1,-2,-2,-5,0,4,0.595047156878201,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,1201,2,0,1,1,1,2,-2,-2,-5,1,1,0,-7,0,4,0.595047156878201,1,1201,1,1,2,1,2,2,1,2,0,2,1,2,0,4,0.595047156878201,1,-2,-2,-5,1,1,0,-7,1,1,1201,1,2,1,2,1,1,1,2,2,2,1,2,1201,2,0,1,1,1,1,1,-2,-2
"1202",2370,3,2,0,1,1,1,-5,35852.0792961881,4,2.44041541189062,4,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,1202,2,0,1,1,1,2,1,1,-5,1,1,0,-7,35852.0792961881,4,2.44041541189062,4,1202,1,1,2,1,2,2,1,2,0,2,1,2,35852.0792961881,4,2.44041541189062,4,1,1,-5,1,1,0,-7,1,1,1202,1,2,1,2,1,1,1,2,2,2,1,2,1202,2,0,1,1,1,1,1,1,1
"1203",2372,2.25,3,0,0,2,-2,-5,8749.78377502782,4,0.179603237997854,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,1203,3,0,0,1,1,2,2,-2,-5,1,1,0,-7,8749.78377502782,4,0.179603237997854,1,1203,1,1,2,1,2,2,1,3,0,2,1,2,8749.78377502782,4,0.179603237997854,1,2,-2,-5,1,1,0,-7,0,1,1203,1,2,1,2,1,1,1,2,2,2,1,2,1203,3,0,0,1,1,1,1,2,-2
"1205",2374,3.5,3,0,0,1,2,-5,20244.3949513957,4,0.50160542094166,3,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,1205,3,0,0,2,1,2,1,2,-5,1,1,0,-7,20244.3949513957,4,0.50160542094166,3,1205,1,1,2,1,1,2,1,3,0,1,1,2,20244.3949513957,4,0.50160542094166,3,1,2,-5,1,1,0,-7,0,2,1205,1,2,1,2,1,1,1,2,2,1,1,2,1205,3,0,0,1,2,1,1,1,2
"1207",2376,3.5,3,0,0,-2,-2,-5,80190.7731615628,6,2.57066862499856,5,1,1,0,-7,1,1,2,1,2,1,0,1,2,1,1207,3,0,0,1,1,2,-2,-2,-5,1,1,0,-7,80190.7731615628,6,2.57066862499856,5,1207,1,0,2,1,1,2,1,3,0,1,1,2,80190.7731615628,6,2.57066862499856,5,-2,-2,-5,1,1,0,-7,0,1,1207,1,2,1,2,1,0,1,2,2,1,1,2,1207,3,0,0,0,1,1,1,-2,-2
"1211",2383,2,2,0,1,2,1,-5,5612.40144210026,4,0,1,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,1211,2,0,1,2,1,2,2,1,-5,1,1,0,-7,5612.40144210026,4,0,1,1211,1,1,2,1,2,2,1,2,0,2,1,2,5612.40144210026,4,0,1,2,1,-5,1,1,0,-7,1,2,1211,1,2,1,2,1,1,1,2,2,2,1,2,1211,2,0,1,1,2,1,1,2,1
"1213",2385,2.75,2,0,1,2,2,-5,24056.5736620522,2,1.44766574966088,4,2,1,0,-7,1,2,2,1,2,1,0,1,2,1,1213,2,0,1,2,1,2,2,2,-5,1,1,0,-7,24056.5736620522,2,1.44766574966088,4,1213,1,0,2,1,2,2,1,2,0,2,1,2,24056.5736620522,2,1.44766574966088,4,2,2,-5,1,1,0,-7,1,2,1213,1,2,1,2,1,0,1,2,2,2,1,2,1213,2,0,1,0,2,1,1,2,2
"1216",2389,2.25,1,1,0,-2,1,-5,51591.8263779069,2,3.69424858174028,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,1216,1,1,0,2,1,2,-2,1,-5,1,1,0,-7,51591.8263779069,2,3.69424858174028,5,1216,1,1,1,1,2,1,1,1,1,2,1,2,51591.8263779069,2,3.69424858174028,5,-2,1,-5,1,1,0,-7,0,2,1216,1,1,1,1,1,1,1,1,1,2,1,2,1216,1,1,0,1,2,1,1,-2,1
"1219",2398,3.25,2,0,1,2,1,-5,56789.172266089,4,2.25482453230059,5,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,1219,2,0,1,1,1,2,2,1,-5,1,1,0,-7,56789.172266089,4,2.25482453230059,5,1219,1,1,2,1,2,2,1,2,0,2,1,2,56789.172266089,4,2.25482453230059,5,2,1,-5,1,1,0,-7,1,1,1219,1,2,1,2,1,1,1,2,2,2,1,2,1219,2,0,1,1,1,1,1,2,1
"1221",2403,2.75,3,0,0,-2,1,-5,3665.58409214385,4,0,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,1221,3,0,0,1,1,2,-2,1,-5,1,1,0,-7,3665.58409214385,4,0,1,1221,1,1,2,1,2,2,1,3,0,2,1,2,3665.58409214385,4,0,1,-2,1,-5,1,1,0,-7,0,1,1221,1,2,1,2,1,1,1,2,2,2,1,2,1221,3,0,0,1,1,1,1,-2,1
"1222",2406,3.25,3,0,0,2,2,-5,4562.42072632323,4,0,1,1,1,0,-7,1,2,2,0,2,1,1,1,2,0,1222,3,0,0,1,1,2,2,2,-5,0,1,0,-7,4562.42072632323,4,0,1,1222,1,1,2,0,2,2,1,3,0,2,1,2,4562.42072632323,4,0,1,2,2,-5,0,1,0,-7,0,1,1222,1,2,1,2,0,1,1,2,2,2,1,2,1222,3,0,0,1,1,1,0,2,2
"1223",2407,3.25,3,0,0,-2,2,-5,14728.2671378214,4,0.87528363923552,1,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,1223,3,0,0,1,1,2,-2,2,-5,1,1,0,-7,14728.2671378214,4,0.87528363923552,1,1223,1,1,2,1,1,2,1,3,0,1,1,2,14728.2671378214,4,0.87528363923552,1,-2,2,-5,1,1,0,-7,0,1,1223,1,2,1,2,1,1,1,2,2,1,1,2,1223,3,0,0,1,1,1,1,-2,2
"1226",2411,3.25,6,0,0,-2,-2,-5,9400.73820731319,6,0.281399518307541,1,1,1,0,-7,1,1,2,0,2,1,0,1,2,0,1226,6,0,0,1,1,2,-2,-2,-5,0,1,0,-7,9400.73820731319,6,0.281399518307541,1,1226,1,0,2,0,1,2,1,6,0,1,1,2,9400.73820731319,6,0.281399518307541,1,-2,-2,-5,0,1,0,-7,0,1,1226,1,2,1,2,0,0,1,2,2,1,1,2,1226,6,0,0,0,1,1,0,-2,-2
"1227",2412,2.25,3,0,0,2,1,-5,6303.50194253594,4,0,2,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,1227,3,0,0,2,1,2,2,1,-5,1,1,0,-7,6303.50194253594,4,0,2,1227,1,1,2,1,2,2,1,3,0,2,1,2,6303.50194253594,4,0,2,2,1,-5,1,1,0,-7,0,2,1227,1,2,1,2,1,1,1,2,2,2,1,2,1227,3,0,0,1,2,1,1,2,1
"1230",2420,2.5,1,1,0,1,1,-5,75241.8330507407,4,4.86183755290719,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,1230,1,1,0,2,1,2,1,1,-5,1,1,0,-7,75241.8330507407,4,4.86183755290719,5,1230,1,1,1,1,1,1,1,1,1,1,1,2,75241.8330507407,4,4.86183755290719,5,1,1,-5,1,1,0,-7,0,2,1230,1,1,1,1,1,1,1,1,1,1,1,2,1230,1,1,0,1,2,1,1,1,1
"1231",2422,2.5,2,0,1,1,1,-5,29573.1177065472,4,0.648929289065396,2,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,1231,2,0,1,2,1,2,1,1,-5,1,1,0,-7,29573.1177065472,4,0.648929289065396,2,1231,1,1,2,1,1,2,1,2,0,1,1,2,29573.1177065472,4,0.648929289065396,2,1,1,-5,1,1,0,-7,1,2,1231,1,2,1,2,1,1,1,2,2,1,1,2,1231,2,0,1,1,2,1,1,1,1
"1235",2427,2.5,5,0,0,1,1,-5,5745.44110844084,4,0,1,2,1,0,-7,1,2,2,0,2,1,1,1,2,0,1235,5,0,0,2,1,2,1,1,-5,0,1,0,-7,5745.44110844084,4,0,1,1235,1,1,2,0,2,2,1,5,0,2,1,2,5745.44110844084,4,0,1,1,1,-5,0,1,0,-7,0,2,1235,1,2,1,2,0,1,1,2,2,2,1,2,1235,5,0,0,1,2,1,0,1,1
"1236",2430,3.75,2,0,1,2,2,-5,12721.0637072996,3,0.613578848179912,2,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,1236,2,0,1,1,1,2,2,2,-5,1,1,0,-7,12721.0637072996,3,0.613578848179912,2,1236,1,1,2,1,2,2,1,2,0,2,1,2,12721.0637072996,3,0.613578848179912,2,2,2,-5,1,1,0,-7,1,1,1236,1,2,1,2,1,1,1,2,2,2,1,2,1236,2,0,1,1,1,1,1,2,2
"1239",2434,4,4,0,0,-2,2,-5,0,4,0.527624962261852,1,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,1239,4,0,0,2,1,2,-2,2,-5,1,1,0,-7,0,4,0.527624962261852,1,1239,1,1,2,1,2,2,1,4,0,2,1,2,0,4,0.527624962261852,1,-2,2,-5,1,1,0,-7,0,2,1239,1,2,1,2,1,1,1,2,2,2,1,2,1239,4,0,0,1,2,1,1,-2,2
"1240",2436,4,3,0,0,2,1,-5,5691.56679778403,4,0.336572306940733,1,1,1,0,-7,1,1,2,1,2,1,0,1,2,1,1240,3,0,0,1,1,2,2,1,-5,1,1,0,-7,5691.56679778403,4,0.336572306940733,1,1240,1,0,2,1,1,2,1,3,0,1,1,2,5691.56679778403,4,0.336572306940733,1,2,1,-5,1,1,0,-7,0,1,1240,1,2,1,2,1,0,1,2,2,1,1,2,1240,3,0,0,0,1,1,1,2,1
"1243",2441,4,3,0,0,1,1,-5,13045.8729129528,4,1.21957903529452,3,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,1243,3,0,0,1,1,2,1,1,-5,1,1,0,-7,13045.8729129528,4,1.21957903529452,3,1243,1,1,2,1,1,2,1,3,0,1,1,2,13045.8729129528,4,1.21957903529452,3,1,1,-5,1,1,0,-7,0,1,1243,1,2,1,2,1,1,1,2,2,1,1,2,1243,3,0,0,1,1,1,1,1,1
"1246",2448,2.75,3,0,0,-2,-2,-5,2942.52338381951,4,0.493838634368009,1,2,1,0,-7,1,2,2,1,2,1,0,1,2,1,1246,3,0,0,2,1,2,-2,-2,-5,1,1,0,-7,2942.52338381951,4,0.493838634368009,1,1246,1,0,2,1,2,2,1,3,0,2,1,2,2942.52338381951,4,0.493838634368009,1,-2,-2,-5,1,1,0,-7,0,2,1246,1,2,1,2,1,0,1,2,2,2,1,2,1246,3,0,0,0,2,1,1,-2,-2
"1247",2449,2.75,4,0,0,-2,1,-5,37702.6154101571,4,3.26431110610398,5,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,1247,4,0,0,1,1,2,-2,1,-5,0,1,0,-7,37702.6154101571,4,3.26431110610398,5,1247,1,1,2,0,1,2,1,4,0,1,1,2,37702.6154101571,4,3.26431110610398,5,-2,1,-5,0,1,0,-7,0,1,1247,1,2,1,2,0,1,1,2,2,1,1,2,1247,4,0,0,1,1,1,0,-2,1
"1248",2453,3.75,3,0,0,-2,-2,-5,20380.56794186,6,2.14318365067849,3,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,1248,3,0,0,2,1,2,-2,-2,-5,1,1,0,-7,20380.56794186,6,2.14318365067849,3,1248,1,1,2,1,1,2,1,3,0,1,1,2,20380.56794186,6,2.14318365067849,3,-2,-2,-5,1,1,0,-7,0,2,1248,1,2,1,2,1,1,1,2,2,1,1,2,1248,3,0,0,1,2,1,1,-2,-2
"1249",2455,3.25,2,0,1,1,2,-5,26347.8135452824,4,4.02555935368139,5,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,1249,2,0,1,1,1,2,1,2,-5,0,1,0,-7,26347.8135452824,4,4.02555935368139,5,1249,1,1,2,0,1,2,1,2,0,1,1,2,26347.8135452824,4,4.02555935368139,5,1,2,-5,0,1,0,-7,1,1,1249,1,2,1,2,0,1,1,2,2,1,1,2,1249,2,0,1,1,1,1,0,1,2
"1253",2460,1.5,3,0,0,-2,1,-5,3129.11772537406,4,0.261810740683022,1,1,1,0,-7,1,2,2,1,2,1,0,1,2,1,1253,3,0,0,1,1,2,-2,1,-5,1,1,0,-7,3129.11772537406,4,0.261810740683022,1,1253,1,0,2,1,2,2,1,3,0,2,1,2,3129.11772537406,4,0.261810740683022,1,-2,1,-5,1,1,0,-7,0,1,1253,1,2,1,2,1,0,1,2,2,2,1,2,1253,3,0,0,0,1,1,1,-2,1
"1255",2465,2.25,2,0,1,-2,-2,-5,39961.9866104379,4,1.61219553036633,4,2,1,0,-7,1,2,2,1,2,1,0,1,2,1,1255,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,39961.9866104379,4,1.61219553036633,4,1255,1,0,2,1,2,2,1,2,0,2,1,2,39961.9866104379,4,1.61219553036633,4,-2,-2,-5,1,1,0,-7,1,2,1255,1,2,1,2,1,0,1,2,2,2,1,2,1255,2,0,1,0,2,1,1,-2,-2
"1257",2468,2.5,2,0,1,-2,1,-5,12332.4198146189,4,0.996420671188861,3,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,1257,2,0,1,1,1,2,-2,1,-5,1,1,0,-7,12332.4198146189,4,0.996420671188861,3,1257,1,1,2,1,2,2,1,2,0,2,1,2,12332.4198146189,4,0.996420671188861,3,-2,1,-5,1,1,0,-7,1,1,1257,1,2,1,2,1,1,1,2,2,2,1,2,1257,2,0,1,1,1,1,1,-2,1
"1262",2477,2,2,0,1,1,1,-5,51506.3694191571,2,5.62151026543318,5,2,0,0,6,1,2,2,1,2,1,1,1,2,1,1262,2,0,1,2,1,2,1,1,-5,1,0,0,6,51506.3694191571,2,5.62151026543318,5,1262,1,1,2,1,2,2,1,2,0,2,1,2,51506.3694191571,2,5.62151026543318,5,1,1,-5,1,0,0,6,1,2,1262,1,2,1,2,1,1,1,2,2,2,1,2,1262,2,0,1,1,2,1,1,1,1
"1265",2481,3.75,4,0,0,-2,1,-5,5111.82644152397,4,0,1,2,0,0,6,1,2,2,0,2,1,1,1,2,0,1265,4,0,0,2,1,2,-2,1,-5,0,0,0,6,5111.82644152397,4,0,1,1265,1,1,2,0,2,2,1,4,0,2,1,2,5111.82644152397,4,0,1,-2,1,-5,0,0,0,6,0,2,1265,1,2,1,2,0,1,1,2,2,2,1,2,1265,4,0,0,1,2,1,0,-2,1
"1266",2483,3.25,1,1,0,2,2,-5,53689.878041505,4,6.34573316693971,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,1266,1,1,0,2,1,2,2,2,-5,1,1,0,-7,53689.878041505,4,6.34573316693971,5,1266,1,1,1,1,1,1,1,1,1,1,1,2,53689.878041505,4,6.34573316693971,5,2,2,-5,1,1,0,-7,0,2,1266,1,1,1,1,1,1,1,1,1,1,1,2,1266,1,1,0,1,2,1,1,2,2
"1267",2489,2.75,1,1,0,1,1,-5,122963.054610899,4,8.10896875148356,5,2,0,0,5,1,2,1,1,2,1,1,1,1,1,1267,1,1,0,2,1,2,1,1,-5,1,0,0,5,122963.054610899,4,8.10896875148356,5,1267,1,1,1,1,2,1,1,1,1,2,1,2,122963.054610899,4,8.10896875148356,5,1,1,-5,1,0,0,5,0,2,1267,1,1,1,1,1,1,1,1,1,2,1,2,1267,1,1,0,1,2,1,1,1,1
"1268",2490,2.5,2,0,1,1,-2,-5,27357.4177382607,4,1.60271725028505,4,2,1,0,-7,1,2,2,1,2,1,0,1,2,1,1268,2,0,1,2,1,2,1,-2,-5,1,1,0,-7,27357.4177382607,4,1.60271725028505,4,1268,1,0,2,1,2,2,1,2,0,2,1,2,27357.4177382607,4,1.60271725028505,4,1,-2,-5,1,1,0,-7,1,2,1268,1,2,1,2,1,0,1,2,2,2,1,2,1268,2,0,1,0,2,1,1,1,-2
"1269",2491,2.5,4,0,0,1,1,-5,5019.37197788365,4,0.802101414480581,3,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,1269,4,0,0,1,1,2,1,1,-5,0,1,0,-7,5019.37197788365,4,0.802101414480581,3,1269,1,1,2,0,1,2,1,4,0,1,1,2,5019.37197788365,4,0.802101414480581,3,1,1,-5,0,1,0,-7,0,1,1269,1,2,1,2,0,1,1,2,2,1,1,2,1269,4,0,0,1,1,1,0,1,1
"1270",2494,3,1,1,0,2,2,-5,107109.489777892,4,7.65243070778181,5,1,1,0,-7,1,1,1,1,2,1,0,1,1,1,1270,1,1,0,1,1,2,2,2,-5,1,1,0,-7,107109.489777892,4,7.65243070778181,5,1270,1,0,1,1,1,1,1,1,1,1,1,2,107109.489777892,4,7.65243070778181,5,2,2,-5,1,1,0,-7,0,1,1270,1,1,1,1,1,0,1,1,1,1,1,2,1270,1,1,0,0,1,1,1,2,2
"1271",2497,3.75,3,0,0,-2,1,-5,0,4,0.586140352514846,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,1271,3,0,0,1,1,2,-2,1,-5,1,1,0,-7,0,4,0.586140352514846,1,1271,1,1,2,1,2,2,1,3,0,2,1,2,0,4,0.586140352514846,1,-2,1,-5,1,1,0,-7,0,1,1271,1,2,1,2,1,1,1,2,2,2,1,2,1271,3,0,0,1,1,1,1,-2,1
"1276",2502,3.75,1,1,0,-2,-2,-5,120206.624592292,4,8.71649010756098,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,1276,1,1,0,2,1,2,-2,-2,-5,1,1,0,-7,120206.624592292,4,8.71649010756098,5,1276,1,1,1,1,1,1,1,1,1,1,1,2,120206.624592292,4,8.71649010756098,5,-2,-2,-5,1,1,0,-7,0,2,1276,1,1,1,1,1,1,1,1,1,1,1,2,1276,1,1,0,1,2,1,1,-2,-2
"1277",2503,3,2,0,1,2,1,-5,0,3,0.467509619187536,1,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,1277,2,0,1,1,1,2,2,1,-5,0,1,0,-7,0,3,0.467509619187536,1,1277,1,1,2,0,1,2,1,2,0,1,1,2,0,3,0.467509619187536,1,2,1,-5,0,1,0,-7,1,1,1277,1,2,1,2,0,1,1,2,2,1,1,2,1277,2,0,1,1,1,1,0,2,1
"1279",2505,2.25,1,1,0,2,2,-5,12631.8810610602,4,0.597682738114668,2,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,1279,1,1,0,2,1,2,2,2,-5,1,1,0,-7,12631.8810610602,4,0.597682738114668,2,1279,1,1,1,1,2,1,1,1,1,2,1,2,12631.8810610602,4,0.597682738114668,2,2,2,-5,1,1,0,-7,0,2,1279,1,1,1,1,1,1,1,1,1,2,1,2,1279,1,1,0,1,2,1,1,2,2
"1282",2512,2.5,3,0,0,1,1,-5,1946.60410467302,4,0.788408283995575,1,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,1282,3,0,0,1,1,2,1,1,-5,1,1,0,-7,1946.60410467302,4,0.788408283995575,1,1282,1,1,2,1,1,2,1,3,0,1,1,2,1946.60410467302,4,0.788408283995575,1,1,1,-5,1,1,0,-7,0,1,1282,1,2,1,2,1,1,1,2,2,1,1,2,1282,3,0,0,1,1,1,1,1,1
"1283",2516,3.25,1,1,0,-2,1,-5,42057.8052779696,4,2.53772693775162,4,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,1283,1,1,0,2,1,2,-2,1,-5,1,1,0,-7,42057.8052779696,4,2.53772693775162,4,1283,1,1,1,1,1,1,1,1,1,1,1,2,42057.8052779696,4,2.53772693775162,4,-2,1,-5,1,1,0,-7,0,2,1283,1,1,1,1,1,1,1,1,1,1,1,2,1283,1,1,0,1,2,1,1,-2,1
"1286",2522,3.25,1,1,0,-2,1,-5,55228.1585525876,4,5.83508546760662,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,1286,1,1,0,2,1,2,-2,1,-5,1,1,0,-7,55228.1585525876,4,5.83508546760662,5,1286,1,1,1,1,1,1,1,1,1,1,1,2,55228.1585525876,4,5.83508546760662,5,-2,1,-5,1,1,0,-7,0,2,1286,1,1,1,1,1,1,1,1,1,1,1,2,1286,1,1,0,1,2,1,1,-2,1
"1287",2523,2.75,2,0,1,2,-2,-5,16189.3835580733,4,1.21837967876592,2,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,1287,2,0,1,2,1,2,2,-2,-5,1,1,0,-7,16189.3835580733,4,1.21837967876592,2,1287,1,1,2,1,1,2,1,2,0,1,1,2,16189.3835580733,4,1.21837967876592,2,2,-2,-5,1,1,0,-7,1,2,1287,1,2,1,2,1,1,1,2,2,1,1,2,1287,2,0,1,1,2,1,1,2,-2
"1289",2525,3.25,3,0,0,-2,1,-5,18153.6826647428,4,2.24543067493664,4,2,1,0,-7,1,1,2,1,2,2,1,1,2,1,1289,3,0,0,2,2,2,-2,1,-5,1,1,0,-7,18153.6826647428,4,2.24543067493664,4,1289,1,1,2,1,1,2,1,3,0,1,2,2,18153.6826647428,4,2.24543067493664,4,-2,1,-5,1,1,0,-7,0,2,1289,1,2,1,2,1,1,1,2,2,1,2,2,1289,3,0,0,1,2,1,1,-2,1
"1290",2526,2,2,0,1,1,1,-5,13158.5788713198,4,1.84931594491513,3,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,1290,2,0,1,2,1,2,1,1,-5,1,1,0,-7,13158.5788713198,4,1.84931594491513,3,1290,1,1,2,1,1,2,1,2,0,1,1,2,13158.5788713198,4,1.84931594491513,3,1,1,-5,1,1,0,-7,1,2,1290,1,2,1,2,1,1,1,2,2,1,1,2,1290,2,0,1,1,2,1,1,1,1
"1291",2527,3.5,2,0,1,1,1,-5,5166.47437917224,4,0.587082510955159,2,2,1,0,-7,1,1,2,1,2,1,0,1,2,1,1291,2,0,1,2,1,2,1,1,-5,1,1,0,-7,5166.47437917224,4,0.587082510955159,2,1291,1,0,2,1,1,2,1,2,0,1,1,2,5166.47437917224,4,0.587082510955159,2,1,1,-5,1,1,0,-7,1,2,1291,1,2,1,2,1,0,1,2,2,1,1,2,1291,2,0,1,0,2,1,1,1,1
"1292",2531,3.25,2,0,1,-2,-2,-5,46024.800372847,2,0.517727100416403,3,1,1,0,-7,1,1,2,1,2,1,0,1,2,1,1292,2,0,1,1,1,2,-2,-2,-5,1,1,0,-7,46024.800372847,2,0.517727100416403,3,1292,1,0,2,1,1,2,1,2,0,1,1,2,46024.800372847,2,0.517727100416403,3,-2,-2,-5,1,1,0,-7,1,1,1292,1,2,1,2,1,0,1,2,2,1,1,2,1292,2,0,1,0,1,1,1,-2,-2
"1294",2536,4,2,0,1,2,2,-5,28652.8019397012,4,0.474074477635298,2,2,1,0,-7,1,2,2,1,2,1,0,1,2,1,1294,2,0,1,2,1,2,2,2,-5,1,1,0,-7,28652.8019397012,4,0.474074477635298,2,1294,1,0,2,1,2,2,1,2,0,2,1,2,28652.8019397012,4,0.474074477635298,2,2,2,-5,1,1,0,-7,1,2,1294,1,2,1,2,1,0,1,2,2,2,1,2,1294,2,0,1,0,2,1,1,2,2
"1298",2542,2.75,1,1,0,1,1,-5,31663.084334972,4,2.71215866514164,5,1,1,0,-7,1,1,1,1,2,1,1,1,1,1,1298,1,1,0,1,1,2,1,1,-5,1,1,0,-7,31663.084334972,4,2.71215866514164,5,1298,1,1,1,1,1,1,1,1,1,1,1,2,31663.084334972,4,2.71215866514164,5,1,1,-5,1,1,0,-7,0,1,1298,1,1,1,1,1,1,1,1,1,1,1,2,1298,1,1,0,1,1,1,1,1,1
"1299",2543,3.5,4,0,0,-2,2,-5,47196.6747517466,6,2.42260939596746,3,1,0,0,6,1,2,2,0,2,1,1,1,2,0,1299,4,0,0,1,1,2,-2,2,-5,0,0,0,6,47196.6747517466,6,2.42260939596746,3,1299,1,1,2,0,2,2,1,4,0,2,1,2,47196.6747517466,6,2.42260939596746,3,-2,2,-5,0,0,0,6,0,1,1299,1,2,1,2,0,1,1,2,2,2,1,2,1299,4,0,0,1,1,1,0,-2,2
"1300",2544,4,2,0,1,-2,-2,-5,21405.6354010357,4,2.13417334204015,3,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,1300,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,21405.6354010357,4,2.13417334204015,3,1300,1,1,2,1,1,2,1,2,0,1,1,2,21405.6354010357,4,2.13417334204015,3,-2,-2,-5,1,1,0,-7,1,2,1300,1,2,1,2,1,1,1,2,2,1,1,2,1300,2,0,1,1,2,1,1,-2,-2
"1302",2546,2,1,1,0,-2,-2,-5,72897.8960380214,4,3.97695209955176,5,1,1,0,-7,1,2,1,1,2,1,0,1,1,1,1302,1,1,0,1,1,2,-2,-2,-5,1,1,0,-7,72897.8960380214,4,3.97695209955176,5,1302,1,0,1,1,2,1,1,1,1,2,1,2,72897.8960380214,4,3.97695209955176,5,-2,-2,-5,1,1,0,-7,0,1,1302,1,1,1,1,1,0,1,1,1,2,1,2,1302,1,1,0,0,1,1,1,-2,-2
"1305",2556,3.25,1,1,0,2,1,-5,127514.202845156,4,8.31135962117219,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,1305,1,1,0,2,1,2,2,1,-5,1,1,0,-7,127514.202845156,4,8.31135962117219,5,1305,1,1,1,1,2,1,1,1,1,2,1,2,127514.202845156,4,8.31135962117219,5,2,1,-5,1,1,0,-7,0,2,1305,1,1,1,1,1,1,1,1,1,2,1,2,1305,1,1,0,1,2,1,1,2,1
"1306",2558,4,1,1,0,2,2,-5,14002.8635740106,4,1.91985550912214,2,2,1,0,-7,1,2,1,0,2,1,1,1,1,0,1306,1,1,0,2,1,2,2,2,-5,0,1,0,-7,14002.8635740106,4,1.91985550912214,2,1306,1,1,1,0,2,1,1,1,1,2,1,2,14002.8635740106,4,1.91985550912214,2,2,2,-5,0,1,0,-7,0,2,1306,1,1,1,1,0,1,1,1,1,2,1,2,1306,1,1,0,1,2,1,0,2,2
"1307",2560,4,1,1,0,-2,1,-5,23650.3062244058,3,0.99121115536066,3,2,0,0,5,1,1,1,1,2,1,1,1,1,1,1307,1,1,0,2,1,2,-2,1,-5,1,0,0,5,23650.3062244058,3,0.99121115536066,3,1307,1,1,1,1,1,1,1,1,1,1,1,2,23650.3062244058,3,0.99121115536066,3,-2,1,-5,1,0,0,5,0,2,1307,1,1,1,1,1,1,1,1,1,1,1,2,1307,1,1,0,1,2,1,1,-2,1
